,category,text
843,book,"""Why not write a cartoon book that doesn't bother with a main character and where each joke is totally different from the next?!"" That must have been similar to what Gary asked himself when starting to write his hilarious comic books. Every joke is truly different from the next one! And every joke is refreshingly original! Each joke comes from a thoughtful, clever and of course playful mind"
844,book,"I don't know how the guy does it. They keep getting funnier and there are always ones I've never seen before, as well as the ones I've always loved. You won't be disappointed if you are a Far Side fan. If you're not a Far Side fan, well, then I can't help you"
845,book,"When I started work at my present job almost two years ago, I found that the place needed a little 'lightening up'.  It was casual already, to some extent, so on my next 'office supply' shopping 'trip'  I picked up this calendar for my desk.  Well, it began a new office ritual; everyone wants to know the ""Far-Side-of-the-day""!  Sometimes, it's the only funny thing to happen all day.  Larson needs to come out of retirement"
846,book,"This is one of those rare treats in the literary world that grab your attention, keep you enthralled, and refuse to let you stop reading.  I read this book and literally did not sleep one night because I was too busy trying to finish the book.  But what makes this book so rare is not because of how good it is, but it's because how good everything is until the very end.  That's right, the incredible cop-out of an ending made me mad enough to hate the entire novel.  This is ""deus ex machina"" in its finest form.  This is unexcusable in my opinion.  I just don't get it.  I just don't understand how one can (seemingly) work so hard on a work of fiction only to screw everyone in the final pages.  I gave it two stars (as opposed to one) for fooling everyone into reading through this book.  This is by far and away my most dissappointing reading ever"
847,book,"It's probably been 15 years since I read it, and EVERY person in the years since with whom I have discussed this book has said the same thing.It was literally a book that kept me up until 3 a.m. - and THAT is how it ends?  I'm hoping Dr. Crichton had a publishing deadline or something."
848,book,"Intriguing as always, exciting from the first page, strong for the first 2/3rds and less ""editorializing"" than usual, but it's just not as good as his higher concept novels. But it's still very enjoyable all the way through, and as always makes you think. It feels a little dated now, but I re-read it last week and enjoyed it just as much as the first time. Sphere should definitely be a part of any Crichton fan's library. Skip the movie, though. Here, the science is less ""convincing"" than in Jurrassic Park (which is mostly convincing, but stretched) and Prey (which is better writing and fun, but not convincing). But that doesn't matter, because Crichton can write an adventure like few others (as long as character isn't important--character's here take backseat to concept and science). Pace, as always is good. More a rollicking adventure than ""something to think about"" (typical of later novels) and quite enjoyable on that level. It's the kind of novel you'll tear through in a weekend at most.  And that's a good thing"
849,book,"I hope the ending is illogical at least and is fiction. If thoughts are that powerful, they need to be resrained earlier. I don't know who survivied but he might feel very guilty about the others earlier and question if he had to survive. Logic can be quite painful when left alone, but sometimes it has to be"
850,book,This is my favorite book by Mr. Crichton...I have read every book by him that I can find...I just found the plot to be very suspenseful and mind-bending. Granted I am 15 so maybe my knowledge of literature is not as high as some adults but this is a great read!-Blak
851,book,"This 1987 thriller focuses on Norman Johnson, a psychologist who specializes in large disasters like plane crashes.  As the novel opens he is being taken to an undisclosed site by the US Navy.  Johnson learns that the crash site is located 1000 feet under the South Pacific and the craft is some sort of a space craft.  He was been included because of work he did sometime before organizing a first contact team for a previous administration, an assignment that Johnson would just as soon forget.Once the team is taken to the Navy deep sea facility and begins to study the craft Johnson begins to find disturbing circumstances - that the Navy commander has been less than honest with both the team and his superiors and that the craft itself bears a remarkable similiarity to current human technology, labels and directions are even written in English, leading the team to question just how alien this technology really is.  The suspense continues to build as the undersea facility loses their support ships above due to inclement weather and then conditions in the facility itself begins to turn hostile.This novel is quite predictable, just a few pages into the story it is obvious to anyone who has ever seen a disaster movie that there will be no comforting support ships nearby, that the undersea environment will become threatening, there will be many deaths, there will be sexual tension between the hero and someone else and so on.  While there is some slight redemption in the last few pages this book is a big disappointment, Crichton is capable of so much more.  If you are a fan read it but be forewarned, if you are unfamiliar with his work begin with anything but this."
852,book,This is one of the most enjoyable books I have ever read. It turned me into a Crichton fanatic. I have since read all of his books. He creates suspense like no one else. Forget the movie.M.C. is notorious for ending chapters with such a cliffhanger you feel compelled to read on.
853,book,"I'm amazed at how diverse a writer Michael Crichton is.I really liked the concept of this book.Man builds a spaceship in the future, to leap across space and gather data. It returns back to earth in the past due to an error.    The spaceship not only creates a paradox, it also brings something back from its distant journey.Great story."
854,book,I am satified with the servic
855,book,"I am pleasantly surprised by the readability of this useful book.  The book kept my attention, and it was very helpful and informative"
856,book,"Bryan Garner brings clarity and insight to the confounding world of legal writing.  ""Legal Writing in Plain English"" contains dozens of comments and guidelines that should be burned into the brain of every attorney.  Some of these are obvious (e.g., use a readable typeface), while others are more nuanced (e.g., delete perhaps the legal drafter's favorite legalism, ""provided that"").  Each suggestion urges the writer toward a simple yet difficult goal -- be a good writer so that your reader doesn't have to work so darn hard to understand you.As everyone knows, a simple manual of rules can be maddeningly dull and preachy.  Garner has enlivened his book by including a number of practical exercises so that the reader can put these guidelines into practice before the next memo or brief.  These exercises range from ""basic"" to ""advanced,"" and are well worth the time.After reading this book (and attending Mr. Garner's one-day seminar), I submit that this book should be required reading for every One-L and associate."
857,book,"Bryan A. Garner is leading what might be a Quixotic charge to make lawyers write clear, clean, unambiguous and even interesting prose.  This book is a recent addition to the Garner arsenal, which includes the excellent The Winning Brief and A Dictionary of Modern Legal Usage.  The anonymous writer from New York who slams Garner is wrong.  He claims that traditional legal drafting has stood the test of time and is readily understood by judges, who ultimately have to interpret it.  If the writing were clear to begin with, the parties wouldn't get to a judge.  They'd likely settle.  And that writer ignores the fact that there are thousands, perhaps millions, of legal decisions over contract disputes, almost all arising from documents that were ""traditionally drafted.""  And different judges can decide differently about the meaning of a clause.  That writer askes rhetorically whether Garner would insist that mathematicians use prose to make their work clear to laypeople.  The rhetoric ignores the fact that mathematics is its own language.  Legal writing is written in English, the same English used to buy groceries, talk lovingly to your spouse, and complain to the doctor about what ails you.  There is no valid reason a contract should be beyond the comprehension of a layperson, other than lawyers' need to feel like they're elevated professionals with a grip on arcana.  And the writer's praise of ""Notwithstanding anything to the contrary"" as an incantatory phrase in contracts overlooks an obvious improvement:  ""DESPITE anything in this agreement to the contrary . . . .""  Garner is a brilliant, insightful teacher who cares deeply about the language and its highest and best use.  We know what happens with legalese:  litigation and contention and noncomprehension.  Give plain English a try, with Garner as your guide to Aquinas's trinity of wholeness, harmony, radiance, and of course clarity clarity clarity"
858,book,"EXCELLENT BOOK, ALSO MODERN LEGAL USAGE, 2ND EDITION.  ENOUGH SAID"
859,book,"Yikes! There is no longer anywhere to hide, and there are no more excuses. This book shows you how to drop the jargon, the gobbledygook, the archaisms, and the fluff. So your writing is exposed. Now you must think--and write--clearly, and Legal Writing in Plain English will help. Lawyers and law students have needed this book for a long time. It's superb. (From back cover."
860,book,"Typical Danielle Steel fluff, but one of her better books. A little of everything: love, betrayal, tragedy, and hope."
861,book,"What I love most about Danielle Steel is that her books are always the beginning to a better life for the main character, and this one is no different.  She has had, in my opinion, some ups and downs in her writing over the last few years but this is one of the ups for her"
862,book,"I usually don't even browse through a DS book. For some reason I bought and read this one. I couldn't put it down, could hardly stand to take a break to sleep. I did cheer for Deanna  Cried my eyes out over Pilar, even though her character in the book was totally unlovable. I did get frustrated in the end with Deanna and her reasoning behind not contacting Ben about the baby. The visual descriptions make you feel like you're really there. I liked the fact that Danielle and Ben felt an immediate attraction to each other and didn't play games about their feelings. The ending is a let down though. The epilogue should have been set a few years down the road. I loved it when Marc realized he had gotten the short end of the stick after all. I gave it 4 stars instead of 5 because of the poor editing and the not-so-great ending.  Would reccomend"
863,book,I loved this story!!!  The action is fast-paced and the romance sizzles!  Buy this one a nd then buy a few copies for friends they will be glad you did!!
864,book,"I enjoyed this book very much. I'm surprised that this one wasn't made into a TV-Movie (i.e. Once in a Lifetime, The Ring, No Greater Love, Fine Things), but I still liked it. Deanna was very realistic. She was in a marriage that was slowly falling apart, and the only thing that was keeping it together was her daughter, Pilar, who died as a result of a motorcycle accident. She met Ben Thompson and found fullfillment with him; Marc-Edouard was already having an affair with a woman named Chantal. I thought that he was a jerk for doing that to Deanna. But when it was all said and done and when I finished reading the book, Deanna had discovered that she was pregnant and that the baby was Ben's. At last she could have a happy life with someone. Keep up the good work, Danielle!"
865,book,"I really really hate that she uses the same names in a lot of her books.  It drives me insane.  She is always using, Grace, Liz, Andrew..but dont get me wrong, I love danielle steel's books more that anything, but come one, can we just get a little insee weensee bit more creative and think of some different names for her books? please?  Im sure that other danielle steel readers will feel the same"
866,book,"This is the first Danielle Steele book I've read and it will definitely not be my last.  I really enjoyed reading this book.  By the time I got to chapter 25, I was wishing that I could read faster because I couldn't wait to find out what was going to happen.  I was torn between 5 and 4 stars.  I chose 5 stars because it has been 2 weeks since I finished the book and I'm still thinking about it.  Why I even entertained 4 stars is because the characters committed adultery.  From the very begining you can tell that this was going to happen and I didn't like that betrayal was involved.  As I continued to read the book, I fell in love with Ben.  It took a while to like Deanna because an affair is still an affair but I enventually started to feel for her.  Overall, I recommend this to anyone who likes a good love story"
867,book,Whether you like Sandy Weil or not is not the issue here. This is just a fascinating book and one of the best books I have read in a while. You will not regret the time that you spend reading this
868,book,"This book could be considered a corner stone foundation marker in understanding what makes people relevant, even when they are not.Sandy Weill shows how consistentcy and planning directed to delivering real value for others will result in producing positive results. Monica Langley describes well how a strong basis in fundamental value wins over adversity and fills in a vacume.The book does a good job in reflecting the transition from family to business and the process of creating an icon that Sandy Weill became with his challenges as a broker, American Express, Travelers and Citibank. As a reader, you can see how these companies needed Sandy's pivotal instincts to solve their problems and evolve."
869,book,"As a person used to work in Wall Street and live now in China, I read the Chinese version of this book. It was as if I lived, breathed, angered, and cheered with Weill, Dimon, Prince.... One of the best books about wall street of past 10 years. I ordered this book in English and will read it again, for at least once"
870,book,"The top business journalists in the world are the ones that research and pen the groundbreaking Page A1 stories in The Wall Street Journal.  The Journal breaks these stories over and over again, and other news organizations simply trail in their wake.  Monica Langley is one of these trailblazers.  In 'Tearing Down the Walls,' she expands upon a lengthy Page A1 profile she had written about Sandy Weill and details his Horatio Alger story.The title refers to how Weill ""had torn down one wall after another - barriers based on religion, class, even the law - to get to where he was.""  The cover blurbs refer to this book as 'riveting' (Forbes) and 'rollicking' (The Economist).  That seems close to impossible for a business book, but 'Walls' is a well-written tale of a larger-than-life character.  You'll blast through these 438 pages effortlessly.It's also worth noting that based on Langley's reporting, Chuck Prince earned his stripes and was duly rewarded in getting tabbed as Weill's successor.  And, Bank One (and now Chase) made a great choice in naming Jamie Dimon as its CEO.  Dimon leaps off the page as the Crown Prince of Wall Street. Langley is clearly taken with the guy's obvious charisma and skills (Dimon seems to have this effect on everyone throughout the course of the book)."
871,book,"""Tearing Down the Walls"" charts the ascent of Citigroup Chairman Sandy Weill, from lowly brokerage clerk to master of a globe-straddling financial empire.  What emerges is a picture of a man who is fiercely ambitious and terrifyingly astute - but  also seriously flawed.Prone to fits of rage, Weill regularly unleashes streams of expletives on petrified subordinates, sometimes reducing them to tears.  He is quick to punish close lieutenants foolish enough to evince the slightest bit of disloyalty.  And his laser-like focus on cost-cutting tends to sow disaffection among employees.But he is also something of an enigma.  Despite his fearsome temper, he has a tremendous capacity for empathy, often moved to tears upon learning of the plight of others.  Shy and unassertive in his early days, he later metamorphoses into a self-assured and forceful leader.Langley is a skilled raconteur and her silken prose is a pleasure to read.  Her ability to glean the finer details of Weill's life is also impressive.  Without a doubt, this is one of the best business books of the year"
872,book,"The author could have done much more with her subject.  Many anecdotes in the book suggest Sandy Weill is a complex character.  For example, Weill is presented at the same time as a monumentally frugal, yet ridiculously lavish executive.  At one point he won't allow an acquired company to subsidize employee transportation to work, yet later insists it subsidize his own by maintaining a corporate jet.  Unfortunately she never addresses the question: how can Weill demand his troops run such an efficient operation while paying himself so exorbitantly?  Other, similar paradoxes also emerge which suggest Weill is a very complex individual.  But the author never treats him as such.In the last analysis her book is a patchwork of news articles that discuss different chapter's of Weill's life and career.  To sew the articles together into a coherent story, the author suggests that Weill's stunning ascent is driven by his simple desire to be accepted by the WASPy Wall Street powerbrokers who won't let a Jew join their club.  Perhaps that is the overarching goal that has driven Weill for the past 40 years.  But it raises interesting questions that the author doesn't address.I'm a Jew in finance and Jews have been very well-represented on Wall Street for some time now.  Weill is presented as having been driven to create Citigroup by his notion that he was still being excluded from the WASPy Wall Street club.  But by this point we're into the nineties and any exclusive WASPy club had long since been abolished.  So all of a sudden Weill comes off as pathologically insecure, which is intriguing.  But the author doesn't elaborate.This is a good book if you want a run down of Sandy Weill's career.  No other author has compiled so much information about the man in one place.  But all that information confirms that Weill himself is a very complex man; to do her complex subject justice, the author would have had to do much more with this book"
873,book,This is a very good book.  Very inspiring.  Langley is successfull in making a very human Sandy Weill
874,book,"Monica Langley follows Sandford Weill, a shy Jewish boy from Brooklyn, through his youthful struggles against adversity, his journey to the absolute top of the financial world and his tainted success. Seen through the prism of Weill's tumultuous career, the financial world is small, despite its importance, internally more like a village than a city. The book just confirms your suspicions that practical finance bears almost no resemblance to what you learned in economics class. We recommended Langley for skillfully molding the saga of this titanic financier's career into such a compelling, well-constructed narrative"
875,book,I listened to this tape while I was recovering from a back injury. The  meditation uses guided visualization and deep breathing to help focus on  whatever part of your body suffers from pain. I found it very helpful - it  decreased my pain and helped me calm down in general. I would recommend it  to anyone with chronic pain or muscular injuries
876,book,"I really enjoyed this book by Nora Roberts.  It is set in the Carribbean which makes it a good book to read in summer, IMHO.  It has romance, treasure hunting, and a little magic....really great!  I liked it alot"
877,book,"This has got to be my all time favorite book...I could not put it down....I read it several years ago...The Scenery, mystery, romance all intertwined makes for a great novel."
878,book,"This is one of my favorite books by Nora Roberts. Setting is her specialty. She really knows how to take the reader with her on every adventure. You really come to care about these characters, and it's great to escape with them to the sunny ocean setting and go deep-sea diving for the very first time in your life! This one earned its 5 stars!"
879,book,"I took this book to Hawaii with me and found out very quickly it was a perfect choice.  I loved the relationship between the two main characters.  I felt like the ending may have been a little rushed, maybe because I did not want it to end! Also, I felt a bit of a personality change in the leading male character towards the end of the story. Matthew Lassiter seemed to became a bit passive towards the end of the book.  Other than that I loved the book and still felt it was worth five stars"
880,book,"With the chilly season setting in here in Washington State, the thoughts of a tropical vacation keep me going all winter long.  I must admit that what attracted me first to this book was the palm tree, the blue-green water, the sand and the longing of wanting to be there.  This is the first of Nora Roberts I have read, however I am an avid JD Robb reader.This book was so well written that you could just envision yourself in the sea diving for treasure or aboard the boat in the warm sun.  How exciting!  The plot was wonderful, the characters were likable, the villians were nasty.  This is one book that I am going to buy for myself as a guilty treat, and I will read it again when the cold starts setting in, so that it can take me away again for a warm exciting adventure."
881,book,"I am fairly new to Nora Roberts.  But this book is not only my favorite by her, it's one my favorite books altogether.  It was so well written it made me feel like I were diving and hunting treasures myself!  And it has such a sweet, romantic storyline.  I was really sorry to see it end.  I hope there will be a sequel.  I recommend any woman to read this book, whether you like romance novels or not"
882,book,"First, let me say that while I have read many of Nora Roberts books, more often than not I am somewhat disappointed.  While she is always a reliable read, her stories tend to be very formulaic, and too often forgettable.  I picked up The Reef almost by accident at a friend's, for lack of anything else to read.  Having read a few of Nora's books before, my expectations weren't that high; I was pleasantly surprised.  Unlike the predictability of her other books, this one went against convention in many ways, while still developing a satisfying romance and mystery.  Generally Nora sacrifices an intriguing plot for the central relationship, but she balances the two beauifully here.  Not only did she create an intriguing villain, but the love story was touching.  As other readers have said, I liked how she spread it out over the years, which made it slightly more realistic, and somehow much sweeter at the end.  The development of secondary characters was also a welcome change from typical Nora.  In short, if you're not typically a Nora Roberts fan, give this one a try!  Not the best romantic suspsense I've ever encountered, but definetly worth the read"
883,book,"I can't say enough good things about THE REEF! It shows a strong female character in a field that used to be dominated by men, and a strong sensitive male that isn't afraid to dream.This is a fantasy come true and involves marine archeologist Tate Beaumont and Matthew Lassiter and their families. The families run into each other while treasure-hunting for Angelique's Curse - a treasure that has eluded everyone, and many think it is only a myth. But this artifact is worth everything to some, even worth killing another.As this joint expedition continues, it holds all of the elements needed for a great story: mystery, romance, secrets that can't be shared, deceptions and threats. There are so many angles that could have been pursued the reader isn't sure which avenue Nora Roberts will take until she delivers them to it. This always keeps you on the edge of your seat, and gives you a first hand ""view"" of the undersea world of beauty and intrigue.I highly recommend THE REEF and only wish it would have continued - or at least had a sequel in the works! Great characters and fantastic plot will hook the reader from the beginning. One of Nora Roberts better works!"
884,book,"This book is good, but not exactly what I wanted.  I received these books in excellent condition and in a timely fashion.Thank you"
885,book,"This update is aces!  The added information on pregnancy/lactation safety came just in time (I had just started the L rotation).  The Quick Look-up feature is very helpful!  Overall, this Drug Guide is a MUST for nursing students and licensed nurses"
886,book,"While working as an office RN I am often asked by a patient questions about the ""new"" medication they are on.  This book provides the answers.  It's easy to read, each drug is broken into quick to find sections and it is very up-to-date.  Don't practice nursing without this book"
887,book,This is one of the best drug guides I have found. It contains everything you need and then some. It also has a handy cd-rom with tons of information on it.
888,book,"This book is very helpful.  It has lots of drugs in it, and a lot of valuable info for planning patient care and ensuring there are no medication reactions"
889,book,"This excellent package comes with both the hardcopy and digital PDA version of Davis's Drug Guide for Nurses, the best drug guide which I have used.How many errors could be alleviated if more nurses looked up their meds?! However, since on most units, medbooks are only available in the medroom and a medbook is too bulky to carry in most cases, the sad fact is that meds are not looked up. My first PDA drug guide was Mosby's, which I have had for over a year; I now also own Davis's. I cannot tell you how many nurses have asked me to quickly look up their meds to see check on dosages, adverse reactions, or nursing considerations. More than one time the meds have been held or orders questioned as a result, but had I not been in the room, the med likely would have been given. How nice it is to have an entire med book electronically available in your pocket, searchable by both generic and brand names (no more flipping through indexes trying to find the generic name), always accessible.So now you are convinced of the necessity of owning a PDA drug guide, but which one should you buy. Like I said, I have owned Mosby's Drug Guide for over a year and have just recently purchased Davis. I have found Davis's drug guide to be more thorough. Davis is also easier to navigate. Both Davis and Mosby have drop-down menus to quickly jump to the desired section of the med-entry (i.e. mechanism of action, adverse reactions/side effects, compatibility, nursing considerations, client education, etc); however since Davis has the content divided into more subsections, it is quicker to navigate to the desired content. So, my personal choice is Davis; however I do not think you would be remiss to purchase either of these. I only encourage you to move out of the hard-copy med-book and to the PDA version.You may also like to know that you can integrate many other helpful resources such as lab value guides (such as Pagana  Pagana's Diagnostic Laboratory Test Reference, ISBN 0323033954; or the one included in Medical-Surgical Nursing Clinical Companion, ISBN 0323031994), medical dictionaries (Like Taber's, ISBN 080361408X), and more. I hope that more nurses are walking around with entire reference libraries in their pockets resulting in better practice, improved patient outcomes, and reduced errors.http://www.hantla.com/blog/pivot/entry.php?id=20"
890,book,"For the first time, I ordered my school texts on-line to save money... I am so pleased with the results. Shipment was fast, product was perfect and I saved money. Great for a ""forever"" student"
891,book,"You can't go wrong with this fantastic drug guide! It is listed under generic names but if you don't know the generic name you can look up in the index at the back of the book for the trade name.  I had a nurse/lawyer professor for my first year care plans and she wanted it all.  This book delivered it ALL: classification, pregnancy catagory, indications, mechanism of action, contraindications and precautions, adverse reactions and side effects, interactions, route and dosage, availability, nursing implications and even potential nursing diagnoses! Also implementation, patient/family teaching and evaluation.  Wow! I've been very impressed.  It came through for me so I didn't have to go out and buy another drug book which is saying something! Davis's Drug Guide has even more in the back of the book with many appendixes including: recent drug approvals, additional drugs, combination drugs and opthalmic meds all that  include class, indications, adverse reactions and side effects, route and dosage and contraindications and warnings.  Appendix E  is about natural/herbal products which is as thorough as the drugs that make up the main part of this book.  There are pictures of the intramuscular drug sites, formulas helpful for calculating doses, routine pediatric and adult immunizations,  recommendations for the safe handling of hazardous drugs, schedules of controlled substances, food sources for specific nutrients (ie foods rich in K, Na, Ca, Fe, vit K, vit D, low Na, foods that acidify urine as well as foods that alkalizine urine), and insulin and insulin therapy.  Also throughout the book there is plenty of red lettering amidst the black for high alert warnings where drug overdoses have occurred in the past.  The organized, easily found references in this guide could save your client's lives.  Just because a doctor orders it doesn't mean it is ok to give, as a nurse we have to look it up and know the safe dose and contraindications and more and this book has it all! Highly recommended! Good luck all future nurses!Soar!"
892,book,The book I received was in good condition. It had a minor crease on the cover were it had been opened.  Overall I would buy from this seller again
893,book,"I got this book when I started nursing school in 2003. This year (Fall 2005) as a senior, I wanted to get an updated drug guide, so I asked my Adult II instructor what she recommended, and purchased it. It was from another company, and was in shrink wrap, so I did not look at it before I purchased. The company is very reputable, but I found that the layout and content of the book not as extensive as Davis's. That was $35 down the tubes! I would like to see a newer editon of Davis's that covers the many new drugs. As soon as I do, I will purchase"
894,book,"Bill Rancic, the dashing winner of the first season of  Donald Trump's runaway-hit reality show The Apprentice admits on the back sleeve of his book You're Hired: How to Succeed in Business and Life that he never went to business school and that he doesn't believe that business theory can be learned from a book.  What then is the affable Mr. Rancic doing offering advice on good and  ethical business practices?  Making the most of his fifteen minutes of fame, that's what.  In two hundred pages, he lays out the formula for his own success that led to him beat out 215,000 applicants to become the Donald's first `Apprentice.'  The reader is privy to Mr. Rancic's early entrepreneurial efforts, businesses that whet his appetite for something larger.  Readers are also witness to his failures and mishaps that threatened to derail his ambition.  Through it all, Rancic recounts the lessons he's learned, persons he's admired, falls from which he's risen.  He offers opinions on Kwame Jackson, his fellow runner-up to the Apprentice title, and `deceitful' Omarosa, whom many believed was the cause of Jackson's loss.  He also details lessons he's learned on goals, values, strategies, leadership, vision, and success.  While business school grads may scoff at Rancic's straight-shooting and simplistic advice, it is less idealistic than The One Minute Manager series of books.  Here, Rancic seems to be offering advice to the everyman and everywoman looking to get a better hold on the direction and management of their lives in pursuit of their goals and dreams.  The result is one that is as memorable, yet as pleasing, as a tall glass of lemonade."
895,book,"This is not the type of book I usually read, but the persona that came through was so engaging that after flipping through a few pages, I decided to buy the book.Rancic personifies the American ideal; wholesome, grounded in a loving family that emphasizes hard work and integrity (and genetically blessed in the looks department!). This fortuitous mix of ""apple pie"" ingrediants have garnered him national fame, and this book outlines his experiences (along with the lessons he learnt along the way) that propelled him to be The Apprentice.The accounts of his experiences are modern day fables, with the moral of the story encapsulated as life lessons at the end of each chapter. In addition, each chapter contains vignettes of wisdom boxed in grey shading. Many of these are commonsense admonitions we've been hearing all our lives to the point that they have become cliches.  Rancic shows that these tried and true maxims of the American dream still apply.I gave the book four stars for two reasons. One, the editing is sloppy. Writing a book in a conversational tone does not override the need for proper grammar. Two, Rancic's references to himself sometimes tend to sound smarmy (as when he refers to himself as ""master chef"" in the pancake story from his childhood and later when he calls himself an eligible bachelor).Somehow, this takes away from his self-characterization as humble. Such relatively minor flaws aside, this is a book worth reading."
896,book,"While lots of books give you high level theories on how to succeed in your business, they usually leave you hanging at the end of the reading not know what actions to take in order to apply the theories in your day-to-day operation. Rancic's book however has a step-by-step recount of how he did it with his cigar business. You will get specific actions that you can do tomorrow to generate sales. While other books give you general directions (and lots of bullsh), Rancic tells you specifically what he had done to succeed his business, what radio station he called, how much he paids for, what's the account was, how much he charged.If you are an entrepreneur starting out or already struggling with your small/medium size business, this book is your road map."
897,book,"If you are looking for a book filled with tactics and ideas, this is not it... move along. If you are looking for an inspirational addition to your business collection, then this should be yours. Personally, I loved this book and read it in one sitting. It profiles Mr. Rancic, demonstrating the obstacles he has overturned on his road to success. ""You're Hired"" shows what can be, and motivates one to achieve"
898,book,"From the moment I picked up this book and started reading it, I could not put it down! Literally. Thank goodness my toddler was still sleeping in the early morning hours, which allowed me to do so. Bill talks about how he was brought up and how is entreprenral mind was formed. It was a very interesting and inspiring read. If you are thinking about going into business for yourself, read this book. It confirms the fact that if you do not go for it, it will never happen. Bill took his dreams and ideas and turned them into reality."
899,book,"I don't so much mind the money I wasted on this book, it's the time that bothers me. Bill Rancic, you're fired"
900,book,"I really do congratulate Bill Rancic for being HIRED by one of the richest man in the world. But being hired does not mean that Bill Rancic just became the next Bill Gates or Warren Buffet.Great to know that you take yourself VERY VERY highly Mr.Rancic. your going to fit fine in the Trump Organization, But seriously dont over do yourself.I'd rather retake my 'X100 intro to business administration' class in my college than to buy this book"
901,book,"Bill is very boring typically talks about business tips you already know.  The show was much better, you should buy that.  Kwame is much smater and deserved the job.  I can tell that this book is another promotional tool.  Don't waste even a cent on this book"
902,book,"I really enjoyed this book and have purchase the next book in series.  If you are a fan of Dean Koontz you will not be disappointed.  I give it four stars only because it is one of those books where you have to get past a chapter or two before you are hooked in, but well worth the wait.  Whew, what a ride"
903,book,"This character is a very unlikely hero...A total Geek, who is absolutley likeable.The story fast paced and well written..This was my first Koontz book and it will not be my last I'm actually reading ""forever odd"" and that too is very good..Read this book"
904,book,"For me, this was one of starters of Dean Koontz's books. I really liked the book. Dean Koontz is my favorite writers, cause of him I am doing my own book. Pick this one up, really good characters, main character, really good story, and plot"
905,book,"I didn't know what to expect before reading this book, but after reading it, I recommend it to any and everyone.  One of the best I've read of Koontz, and I've read quite a few"
906,book,"Kirk's book is supposedly the bible of Conservatives. Not neo-conservatives, but Conservatives. He sets up the long standing debate between the French, and Voltaie, and the English, using Burke as it's spokesman Supposedly Kirk would limit the vote, have a professional class of government officials, reduce if not eliminate most taxes, and let each individual strive for success. This is the basic mantra of classical conservatives, and is all well and good as far as it goes, but only a few of the many ever succeed this way. One of the surprises is how young Kirk was when this book was written; it's as if he had some inspiration for on high (probably not), or was cherry picking history (probably closer to the truth).After reading this book I had a better understanding of where the Conservatives are coming from, althohgh I still don't understand why an obscure Royalist politician from the 18th century should be their flag bearer. Royality as a form of government most likely will never occcur in the US, although we seem to flirt with it from time to time.Conservatives seem not admit of a meritotocracy, as we currently have in the US: they would rather rely on accidents of birth, cronyism and college organizations to select administrators, rather than people who have succeeded in other venues. A very informative, albeit frightening, book."
907,book,"This book has been a major inspiration to me and my way of thinking. It is not very difficult to go online and read any number of Conservatives talking about all of the issues of the day. But, this book stands alone in following and celebrating the history of Conservative intellectuals. Often times it is portrayed (not without some merit) that Conservatives are anti-intellectual. I have frequently heard that Liberals are just naturally smarter or more inclined to be an intellectual. But, The Conservative Mind blows a hole through all of that. Kirk examines major Conservative thinkers like: Edmund Burke, John Adams, George Canning, Benjamin Disraeli, John Randolph of Roanoke, Orestes Brownson, Samuel Taylor Coleridge, John C. Calhoun, and T. S Eliot (amung many many others).The most difficult aspect of this book is to accept John Randolph and John Calhoun as figures to be celebrated. They both were men who used their talents to protect an evil system of slavery. Although, as another reviewer elquently noted, Kirk was not endnorsing slavery or racism or anything like that. Just the fact that Conservatism is a The ""negation of ideology,"" and that change will happen, in Kirk's prospective Calhoun was only following that line of thinking. I personally don't agree with it that far. As obviously slavery was antithesis of what the Declaration of Independence and the Constitution stand for. But, again stating, Kirk is not writing to argue that slavery should not have been eliminated- only that change has to follow the methods of that society.I would recommend this to anyone- Conservative or Liberal. It is a magifnicent study of Conservativism. It can be a little dense at times, but that is to be expected and it shouldn't detour anyone from reading it."
